Year,ANZSCO,Occupation,Skill Level,Automation probability,Employed total,Share of workforce (%),Sub-Major Group,Major Group
2013,1214,Mixed Crop and Livestock Farmers,1,59,25995,0.24,Farmers and Farm Managers,Managers
2013,1213,Livestock Farmers,1,37.4,69817,0.65,Farmers and Farm Managers,Managers
2013,1211,Aquaculture Farmers,1,31.2,2065,0.01,Farmers and Farm Managers,Managers
2013,1212,Crop Farmers,1,51,46221,0.43,Farmers and Farm Managers,Managers
2013,8511,Fast Food Cooks,5,82.8,37678,0.35,Food Preparation Assistants,Labourers
2013,8513,Kitchenhands,5,84.3,123705,1.15,Food Preparation Assistants,Labourers
2013,8512,Food Trades Assistants,5,84.3,5691,0.05,Food Preparation Assistants,Labourers
2013,3512,Butchers and Smallgoods Makers,3,86.4,22218,0.2,Food Trades Workers,Technicians and Trades Workers
2013,3514,Cooks,3,86.2,37201,0.34,Food Trades Workers,Technicians and Trades Workers
2013,3513,Chefs,2,52.2,74872,0.7,Food Trades Workers,Technicians and Trades Workers
2013,3511,Bakers and Pastrycooks,3,89,22913,0.21,Food Trades Workers,Technicians and Trades Workers
2013,5311,General Clerks,4,96,212341,1.98,General Clerical Workers,Clerical and Administrative Workers
2013,5321,Keyboard Operators,4,95.1,63455,0.59,General Clerical Workers,Clerical and Administrative Workers
2013,2524,Occupational Therapists,1,0.8,13952,0.13,Health Professionals,Professionals
2013,2523,Dental Practitioners,1,0.5,15443,0.14,Health Professionals,Professionals
2013,2522,Complementary Health Therapists,1,2.5,5997,0.05,Health Professionals,Professionals
2013,2511,Nutrition Professionals,1,0.4,6495,0.06,Health Professionals,Professionals
2013,2526,Podiatrists,1,0.8,4213,0.03,Health Professionals,Professionals
2013,2525,Physiotherapists,1,2.1,19333,0.18,Health Professionals,Professionals
2013,2521,Chiropractors and Osteopaths,1,0.8,4416,0.04,Health Professionals,Professionals
2013,2513,Occupational and Environmental Health Professionals,1,12,25469,0.23,Health Professionals,Professionals
2013,2512,Medical Imaging Professionals,1,30.2,13709,0.12,Health Professionals,Professionals
2013,2527,Audiologists and Speech Pathologists \ Therapists,1,0.6,10208,0.09,Health Professionals,Professionals
2013,2519,Other Health Diagnostic and Promotion Professionals,1,41.9,5478,0.05,Health Professionals,Professionals
2013,2515,Pharmacists,1,1.2,18563,0.17,Health Professionals,Professionals
2013,2514,Optometrists and Orthoptists,1,14,3816,0.03,Health Professionals,Professionals
2013,4113,Diversional Therapists,3,9.1,5198,0.04,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4112,"Dental Hygienists, Technicians and Therapists",2,67,7422,0.06,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4114,Enrolled and Mothercraft Nurses,2,5.8,21704,0.2,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4117,Welfare Support Workers,2,12.7,51897,0.48,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4111,Ambulance Officers and Paramedics,2,49.4,13512,0.12,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4116,Massage Therapists,2,27.2,12717,0.11,Health and Welfare Support Workers,Community and Personal Service Workers
2013,4312,Cafe Workers,5,92.9,23475,0.21,Hospitality Workers,Community and Personal Service Workers
2013,4311,Bar Attendants and Baristas,4,77,88458,0.82,Hospitality Workers,Community and Personal Service Workers
2013,4313,Gaming Workers,4,76.9,8719,0.08,Hospitality Workers,Community and Personal Service Workers
2013,4314,Hotel Service Managers,3,94,6644,0.06,Hospitality Workers,Community and Personal Service Workers
2013,4319,Other Hospitality Workers,5,66.2,2990,0.02,Hospitality Workers,Community and Personal Service Workers
2013,4315,Waiters,4,93.6,111761,1.04,Hospitality Workers,Community and Personal Service Workers
2013,1491,"Amusement, Fitness and Sports Centre Managers",2,23.7,11078,0.1,"Hospitality, Retail and Service Managers",Managers
2013,1413,Hotel and Motel Managers,2,0.4,23500,0.22,"Hospitality, Retail and Service Managers",Managers
2013,1412,Caravan Park and Camping Ground Managers,2,25,4840,0.04,"Hospitality, Retail and Service Managers",Managers
2013,1411,Cafe and Restaurant Managers,2,8.3,57536,0.53,"Hospitality, Retail and Service Managers",Managers
2013,1421,Retail Managers,2,16.1,228649,2.14,"Hospitality, Retail and Service Managers",Managers
2013,1419,Other Accommodation and Hospitality Managers,2,26.1,10202,0.09,"Hospitality, Retail and Service Managers",Managers
2013,1414,Licensed Club Managers,2,25,5512,0.05,"Hospitality, Retail and Service Managers",Managers
2013,1492,Call or Contact Centre and Customer Service Managers,2,49.9,39614,0.37,"Hospitality, Retail and Service Managers",Managers
2013,1499,"Other Hospitality, Retail and Service Managers",2,26.4,61455,0.57,"Hospitality, Retail and Service Managers",Managers
2013,1494,Transport Services Managers,2,59,16368,0.15,"Hospitality, Retail and Service Managers",Managers
2013,1493,Conference and Event Organisers,2,4.9,22986,0.21,"Hospitality, Retail and Service Managers",Managers
2013,2631,Computer Network Professionals,1,3,25425,0.23,ICT Professionals,Professionals
2013,2613,Software and Applications Programmers,1,27.3,88606,0.82,ICT Professionals,Professionals
2013,2611,ICT Business and Systems Analysts,1,0.7,27431,0.25,ICT Professionals,Professionals
2013,2621,"Database and Systems Administrators, and ICT Security Specialists",1,3,37752,0.35,ICT Professionals,Professionals
2013,2633,Telecommunications Engineering Professionals,1,2.5,7713,0.07,ICT Professionals,Professionals
2013,5412,Information Officers,4,95.9,67527,0.63,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2013,5421,Receptionists,4,91.6,172778,1.61,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2013,5411,Call or Contact Centre Workers,3,52.3,32077,0.3,Inquiry Clerks and Receptionists,Clerical and Administrative Workers
2013,2721,Counsellors,1,5.2,19272,0.18,"Legal, Social and Welfare Professionals",Professionals
2013,2723,Psychologists,1,0.5,22791,0.21,"Legal, Social and Welfare Professionals",Professionals
2013,2711,Barristers,1,3.5,6579,0.06,"Legal, Social and Welfare Professionals",Professionals
2013,2712,Judicial and Other Legal Professionals,1,11.8,9983,0.09,"Legal, Social and Welfare Professionals",Professionals
2013,2713,Solicitors,1,3.5,66871,0.62,"Legal, Social and Welfare Professionals",Professionals
2013,2722,Ministers of Religion,1,1.3,17866,0.16,"Legal, Social and Welfare Professionals",Professionals
2013,2725,Social Workers,1,3.7,26844,0.25,"Legal, Social and Welfare Professionals",Professionals
2013,2726,"Welfare, Recreation and Community Arts Workers",1,3.7,20670,0.19,"Legal, Social and Welfare Professionals",Professionals
2013,2724,Social Professionals,1,24.6,12084,0.11,"Legal, Social and Welfare Professionals",Professionals
2013,7113,Paper and Wood Processing Machine Operators,4,80.1,7628,0.07,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7129,Other Stationary Plant Operators,4,61.7,22266,0.2,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7111,"Clay, Concrete, Glass and Stone Processing Machine Operators",4,84.4,3123,0.02,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7112,Industrial Spraypainters,4,79.6,5932,0.05,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7119,Other Machine Operators,4,75.2,12462,0.11,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7117,Textile and Footwear Production Machine Operators,4,71.7,3443,0.03,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7116,Sewing Machinists,4,89,10376,0.09,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7115,Plastics and Rubber Production Machine Operators,4,87.9,10262,0.09,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7123,Engineering Production Workers,4,81.8,23124,0.21,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7122,"Drillers, Miners and Shot Firers",4,75,59445,0.55,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7121,"Crane, Hoist and Lift Operators",4,72,14194,0.13,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7114,Photographic Developers and Printers,4,67.1,1028,0,Machine and Stationary Plant Operators,Machinery Operators and Drivers
2013,7211,"Agricultural, Forestry and Horticultural Plant Operators",4,79,13274,0.12,Mobile Plant Operators,Machinery Operators and Drivers
2013,7219,Other Mobile Plant Operators,4,82.1,12627,0.11,Mobile Plant Operators,Machinery Operators and Drivers
2013,7212,Earthmoving Plant Operators,4,93.2,50641,0.47,Mobile Plant Operators,Machinery Operators and Drivers
2013,7213,Forklift Drivers,4,91,57241,0.53,Mobile Plant Operators,Machinery Operators and Drivers
2013,5523,"Insurance, Money Market and Statistical Clerks",4,92.6,30963,0.28,Numerical Clerks,Clerical and Administrative Workers
2013,5512,Bookkeepers,4,97.7,110927,1.03,Numerical Clerks,Clerical and Administrative Workers
2013,5511,Accounting Clerks,4,97.2,146514,1.37,Numerical Clerks,Clerical and Administrative Workers
2013,5513,Payroll Clerks,4,97,39139,0.36,Numerical Clerks,Clerical and Administrative Workers
2013,5522,Credit and Loans Officers,4,90.1,25576,0.23,Numerical Clerks,Clerical and Administrative Workers
2013,5521,Bank Workers,4,97.8,54250,0.5,Numerical Clerks,Clerical and Administrative Workers
2013,5111,"Contract, Program and Project Administrators",2,34.7,122641,1.14,Office Managers and Program Administrators,Clerical and Administrative Workers
2013,5121,Office Managers,2,1.4,127293,1.19,Office Managers and Program Administrators,Clerical and Administrative Workers
2013,5122,Practice Managers,2,60.2,18317,0.17,Office Managers and Program Administrators,Clerical and Administrative Workers
2013,5995,Inspectors and Regulatory Officers,4,42.8,35178,0.32,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",3,96.6,6517,0.06,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5999,Other Miscellaneous Clerical and Administrative Workers,4,67.3,20448,0.19,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5994,Human Resource Clerks,4,90,11661,0.1,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5911,Purchasing and Supply Logistics Clerks,4,75.3,86970,0.81,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5997,Library Assistants,4,96.3,7003,0.06,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5993,Debt Collectors,4,95,9022,0.08,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5992,Court and Legal Clerks,3,87.5,12558,0.11,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5991,Conveyancers and Legal Executives,2,86.5,11466,0.1,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,5912,Transport and Despatch Clerks,4,83.5,36117,0.33,Other Clerical and Administrative Workers,Clerical and Administrative Workers
2013,8997,Vending Machine Attendants,5,89.2,5863,0.05,Other Labourers,Labourers
2013,8999,Other Miscellaneous Labourers,5,75.1,61100,0.57,Other Labourers,Labourers
2013,8994,Motor Vehicle Parts and Accessories Fitters,4,66.6,13426,0.12,Other Labourers,Labourers
2013,8996,Recycling and Rubbish Collectors,5,78,1910,0.01,Other Labourers,Labourers
2013,8911,Freight and Furniture Handlers,5,76.7,15502,0.14,Other Labourers,Labourers
2013,8993,Handypersons,5,65.4,43195,0.4,Other Labourers,Labourers
2013,8992,Deck and Fishing Hands,4,69.4,7689,0.07,Other Labourers,Labourers
2013,8912,Shelf Fillers,5,64,68090,0.63,Other Labourers,Labourers
2013,8991,Caretakers,5,66,7018,0.06,Other Labourers,Labourers
2013,8995,Printing Assistants and Table Workers,4,80.4,5590,0.05,Other Labourers,Labourers
2013,3922,Graphic Pre-press Trades Workers,3,74.8,2847,0.02,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3923,Printers,3,83,15752,0.14,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3921,Print Finishers and Screen Printers,3,90.1,4829,0.04,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3911,Hairdressers,3,15.8,57567,0.53,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3941,Cabinetmakers,3,91.3,24847,0.23,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3942,Wood Machinists and Other Wood Trades Workers,3,90.7,5214,0.04,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3933,Upholsterers,3,39,4370,0.04,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3931,Canvas and Leather Goods Makers,3,69.9,2641,0.02,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3932,Clothing Trades Workers,3,80.9,8578,0.08,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3991,Boat Builders and Shipwrights,3,76,4801,0.04,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3993,"Gallery, Library and Museum Technicians",2,90.7,6335,0.05,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3995,Performing Arts Technicians,3,49.6,10159,0.09,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3999,Other Miscellaneous Technicians and Trades Workers,3,46.6,14078,0.13,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3996,Signwriters,3,93.3,7125,0.06,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3992,"Chemical, Gas, Petroleum and Power Generation Plant Operators",3,60.3,8697,0.08,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,3994,Jewellers,3,95,3155,0.02,Other Technicians and Trades Workers,Technicians and Trades Workers
2013,5211,Personal Assistants,3,85.1,54608,0.51,Personal Assistants and Secretaries,Clerical and Administrative Workers
2013,5212,Secretaries,3,95.4,64120,0.6,Personal Assistants and Secretaries,Clerical and Administrative Workers
2013,4413,Police,2,10.4,60878,0.57,Protective Service Workers,Community and Personal Service Workers
2013,4422,Security Officers and Guards,5,83.1,54955,0.51,Protective Service Workers,Community and Personal Service Workers
2013,4421,Prison Officers,4,54.6,15815,0.14,Protective Service Workers,Community and Personal Service Workers
2013,4412,Fire and Emergency Workers,3,19,15544,0.14,Protective Service Workers,Community and Personal Service Workers
2013,7311,Automobile Drivers,4,78.7,39195,0.36,Road and Rail Drivers,Machinery Operators and Drivers
2013,7312,Bus and Coach Drivers,4,82.3,43051,0.4,Road and Rail Drivers,Machinery Operators and Drivers
2013,7313,Train and Tram Drivers,4,75.8,13820,0.12,Road and Rail Drivers,Machinery Operators and Drivers
2013,7321,Delivery Drivers,4,78.7,45015,0.42,Road and Rail Drivers,Machinery Operators and Drivers
2013,7331,Truck Drivers,4,78.4,177145,1.65,Road and Rail Drivers,Machinery Operators and Drivers
2013,6216,Service Station Attendants,5,75.5,10973,0.1,Sales Assistants and Salespersons,Sales Workers
2013,6215,Retail Supervisors,4,28,36746,0.34,Sales Assistants and Salespersons,Sales Workers
2013,6212,ICT Sales Assistants,5,92.3,17933,0.16,Sales Assistants and Salespersons,Sales Workers
2013,6219,Other Sales Assistants and Salespersons,5,96.2,14953,0.14,Sales Assistants and Salespersons,Sales Workers
2013,6213,Motor Vehicle and Vehicle Parts Salespersons,4,92.3,36965,0.34,Sales Assistants and Salespersons,Sales Workers
2013,6211,Sales Assistants (General),5,91.7,514334,4.81,Sales Assistants and Salespersons,Sales Workers
2013,6214,Pharmacy Sales Assistants,5,92.3,36491,0.34,Sales Assistants and Salespersons,Sales Workers
2013,6217,Street Vendors and Related Salespersons,5,94,8517,0.07,Sales Assistants and Salespersons,Sales Workers
2013,6111,"Auctioneers, and Stock and Station Agents",3,34.7,2208,0.02,Sales Representatives and Agents,Sales Workers
2013,6121,Real Estate Sales Agents,3,79.5,75096,0.7,Sales Representatives and Agents,Sales Workers
2013,6112,Insurance Agents,3,88.5,13334,0.12,Sales Representatives and Agents,Sales Workers
2013,6113,Sales Representatives,4,77.9,94285,0.88,Sales Representatives and Agents,Sales Workers
2013,6391,Models and Sales Demonstrators,5,54.4,9306,0.08,Sales Support Workers,Sales Workers
2013,6393,Telemarketers,5,99,10147,0.09,Sales Support Workers,Sales Workers
2013,6392,Retail and Wool Buyers,3,64.1,4716,0.04,Sales Support Workers,Sales Workers
2013,6394,Ticket Salespersons,5,93.2,15498,0.14,Sales Support Workers,Sales Workers
2013,6311,Checkout Operators and Office Cashiers,5,96.9,140158,1.31,Sales Support Workers,Sales Workers
2013,6399,Other Sales Support Workers,5,78.6,2351,0.02,Sales Support Workers,Sales Workers
2013,6395,Visual Merchandisers,4,28.4,6374,0.05,Sales Support Workers,Sales Workers
2013,3623,Greenkeepers,3,66,15606,0.14,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3621,Florists,3,40,5662,0.05,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3624,Nurserypersons,3,66,4271,0.03,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3611,Animal Attendants and Trainers,3,73.9,15128,0.14,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3612,Shearers,3,61.8,4632,0.04,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3622,Gardeners,3,66,66279,0.62,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,3613,Veterinary Nurses,3,42.6,10298,0.09,Skilled Animal and Horticultural Workers,Technicians and Trades Workers
2013,1311,"Advertising, Public Relations and Sales Managers",1,1.5,131172,1.22,Specialist Managers,Managers
2013,1341,Child Care Centre Managers,1,1.5,12703,0.11,Specialist Managers,Managers
2013,1321,Corporate Services Managers,1,38.9,7220,0.06,Specialist Managers,Managers
2013,1323,Human Resource Managers,1,11.3,46739,0.43,Specialist Managers,Managers
2013,1322,Finance Managers,1,6.9,49207,0.46,Specialist Managers,Managers
2013,1343,School Principals,1,0.7,19801,0.18,Specialist Managers,Managers
2013,1342,Health and Welfare Services Managers,1,5,19294,0.18,Specialist Managers,Managers
2013,1336,"Supply, Distribution and Procurement Managers",1,59,34001,0.31,Specialist Managers,Managers
2013,1344,Other Education Managers,1,0.7,11414,0.1,Specialist Managers,Managers
2013,1399,Other Specialist Managers,1,13.1,47250,0.44,Specialist Managers,Managers
2013,1391,Commissioned Officers (Management),1,25,1980,0.01,Specialist Managers,Managers
2013,1351,ICT Managers,1,3.5,47542,0.44,Specialist Managers,Managers
2013,1331,Construction Managers,1,9.5,75358,0.7,Specialist Managers,Managers
2013,1325,Research and Development Managers,1,1.7,11888,0.11,Specialist Managers,Managers
2013,1324,Policy and Planning Managers,1,25,22981,0.21,Specialist Managers,Managers
2013,1332,Engineering Managers,1,25,19464,0.18,Specialist Managers,Managers
2013,1335,Production Managers,1,5.5,56038,0.52,Specialist Managers,Managers
2013,1334,Manufacturers,1,3,19873,0.18,Specialist Managers,Managers
2013,1333,"Importers, Exporters and Wholesalers",1,23.9,18890,0.17,Specialist Managers,Managers
2013,4514,"Gallery, Museum and Tour Guides",4,61,4945,0.04,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4515,Personal Care Consultants,4,35.1,5224,0.04,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4516,Tourism and Travel Advisers,4,45.6,22473,0.21,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4511,Beauty Therapists,4,35.1,26783,0.25,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4512,Driving Instructors,3,13,6705,0.06,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4513,Funeral Workers,2,39,2929,0.02,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4517,Travel Attendants,3,35.4,10102,0.09,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4523,"Sports Coaches, Instructors and Officials",3,8.9,40843,0.38,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4524,Sportspersons,3,40.3,10858,0.1,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4522,Outdoor Adventure Guides,4,8.3,1348,0.01,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4518,Other Personal Service Workers,4,51.8,12497,0.11,Sports and Personal Service Workers,Community and Personal Service Workers
2013,4521,Fitness Instructors,4,8.3,26481,0.24,Sports and Personal Service Workers,Community and Personal Service Workers
2013,7411,Storepersons,4,76.4,121721,1.13,Storepersons,Machinery Operators and Drivers
2014,2112,Music Professionals,1,5.2,11538,0.1,Arts and Media Professionals,Professionals
2014,2111,"Actors, Dancers and Other Entertainers",1,21.4,6048,0.05,Arts and Media Professionals,Professionals
2014,2124,Journalists and Other Writers,1,17,24138,0.22,Arts and Media Professionals,Professionals
2014,2122,"Authors, and Book and Script Editors",1,38.5,8681,0.08,Arts and Media Professionals,Professionals
2014,2121,"Artistic Directors, and Media Producers and Presenters",1,10,12230,0.11,Arts and Media Professionals,Professionals
2014,2113,Photographers,1,2.1,12087,0.11,Arts and Media Professionals,Professionals
2014,2123,"Film, Television, Radio and Stage Directors",1,8.5,10432,0.09,Arts and Media Professionals,Professionals
2014,2114,Visual Arts and Crafts Professionals,1,16.5,8534,0.07,Arts and Media Professionals,Professionals
2014,3242,Vehicle Body Builders and Trimmers,3,68.2,7266,0.06,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3241,Panelbeaters,3,80.7,16230,0.15,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3243,Vehicle Painters,3,79.6,8555,0.07,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3221,"Metal Casting, Forging and Finishing Trades Workers",3,92.2,3078,0.02,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3222,Sheetmetal Trades Workers,3,80.7,7896,0.07,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3211,Automotive Electricians,3,59.2,9790,0.09,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3232,Metal Fitters and Machinists,3,64.4,118159,1.1,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3231,Aircraft Maintenance Engineers,3,52.4,12001,0.11,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3212,Motor Mechanics,3,65.1,103531,0.96,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3223,Structural Steel and Welding Trades Workers,3,83.2,73537,0.68,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3233,Precision Metal Trades Workers,3,55.8,5811,0.05,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,3234,Toolmakers and Engineering Patternmakers,3,79,5009,0.04,Automotive and Engineering Trades Workers,Technicians and Trades Workers
2014,2223,Financial Investment Advisers and Managers,1,43.8,47101,0.43,"Business, Human Resource and Marketing Professionals",Professionals
2014,2221,Financial Brokers,2,36,24502,0.22,"Business, Human Resource and Marketing Professionals",Professionals
2014,2222,Financial Dealers,1,20.5,18195,0.16,"Business, Human Resource and Marketing Professionals",Professionals
2014,2242,"Archivists, Curators and Records Managers",1,56,7947,0.07,"Business, Human Resource and Marketing Professionals",Professionals
2014,2244,Intelligence and Policy Analysts,1,23,19330,0.18,"Business, Human Resource and Marketing Professionals",Professionals
2014,2212,"Auditors, Company Secretaries and Corporate Treasurers",1,76.3,18946,0.17,"Business, Human Resource and Marketing Professionals",Professionals
2014,2211,Accountants,1,94.3,183908,1.71,"Business, Human Resource and Marketing Professionals",Professionals
2014,2231,Human Resource Professionals,1,24.8,55334,0.51,"Business, Human Resource and Marketing Professionals",Professionals
2014,2251,Advertising and Marketing Professionals,1,58.2,54814,0.51,"Business, Human Resource and Marketing Professionals",Professionals
2014,2249,Other Information and Organisation Professionals,1,35.2,23539,0.21,"Business, Human Resource and Marketing Professionals",Professionals
2014,2247,Management and Organisation Analysts,1,10.9,55853,0.52,"Business, Human Resource and Marketing Professionals",Professionals
2014,2254,Technical Sales Representatives,1,21.7,27169,0.25,"Business, Human Resource and Marketing Professionals",Professionals
2014,2253,Public Relations Professionals,1,18,18082,0.16,"Business, Human Resource and Marketing Professionals",Professionals
2014,2252,ICT Sales Professionals,1,15.1,13684,0.12,"Business, Human Resource and Marketing Professionals",Professionals
2014,2241,"Actuaries, Mathematicians and Statisticians",1,11.9,4361,0.04,"Business, Human Resource and Marketing Professionals",Professionals
2014,2233,Training and Development Professionals,1,1.4,25704,0.24,"Business, Human Resource and Marketing Professionals",Professionals
2014,2232,ICT Trainers,1,1.4,3279,0.03,"Business, Human Resource and Marketing Professionals",Professionals
2014,2246,Librarians,1,59.5,10925,0.1,"Business, Human Resource and Marketing Professionals",Professionals
2014,2245,Land Economists and Valuers,1,67.6,9993,0.09,"Business, Human Resource and Marketing Professionals",Professionals
2014,2243,Economists,1,43,4149,0.03,"Business, Human Resource and Marketing Professionals",Professionals
2014,4232,Dental Assistants,4,60.1,19071,0.17,Carers and Aides,Community and Personal Service Workers
2014,4211,Child Carers,4,8.4,133736,1.24,Carers and Aides,Community and Personal Service Workers
2014,4233,Nursing Support and Personal Care Workers,4,47.4,86612,0.8,Carers and Aides,Community and Personal Service Workers
2014,4231,Aged and Disabled Carers,4,55,133404,1.24,Carers and Aides,Community and Personal Service Workers
2014,4234,Special Care Workers,4,9.3,3100,0.02,Carers and Aides,Community and Personal Service Workers
2014,4221,Education Aides,4,56,79808,0.74,Carers and Aides,Community and Personal Service Workers
2014,1111,Chief Executives and Managing Directors,1,14,51233,0.47,"Chief Executives, General Managers and Legislators",Managers
2014,1112,General Managers,1,14,52554,0.49,"Chief Executives, General Managers and Legislators",Managers
2014,8113,Domestic Cleaners,5,69,30368,0.28,Cleaners and Laundry Workers,Labourers
2014,8114,Housekeepers,5,70.6,26515,0.24,Cleaners and Laundry Workers,Labourers
2014,8111,Car Detailers,5,37,14284,0.13,Cleaners and Laundry Workers,Labourers
2014,8116,Other Cleaners,5,78.5,12905,0.12,Cleaners and Laundry Workers,Labourers
2014,8115,Laundry Workers,5,73.1,14867,0.13,Cleaners and Laundry Workers,Labourers
2014,8112,Commercial Cleaners,5,65.5,149025,1.39,Cleaners and Laundry Workers,Labourers
2014,5615,Survey Interviewers,5,94,2993,0.02,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5616,Switchboard Operators,5,96.1,3677,0.03,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5619,Other Clerical and Office Support Workers,5,96.7,6571,0.06,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5612,Couriers and Postal Deliverers,5,77.8,41209,0.38,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5613,Filing and Registry Clerks,5,94.5,19185,0.17,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5611,Betting Clerks,5,76.9,2229,0.02,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,5614,Mail Sorters,5,77.2,13961,0.13,Clerical and Office Support Workers,Clerical and Administrative Workers
2014,3332,Plasterers,3,77.5,33695,0.31,Construction Trades Workers,Technicians and Trades Workers
2014,3334,Wall and Floor Tilers,3,80.6,17643,0.16,Construction Trades Workers,Technicians and Trades Workers
2014,3341,Plumbers,3,40.3,79999,0.74,Construction Trades Workers,Technicians and Trades Workers
2014,3333,Roof Tilers,3,90,6430,0.06,Construction Trades Workers,Technicians and Trades Workers
2014,3312,Carpenters and Joiners,3,72,125967,1.17,Construction Trades Workers,Technicians and Trades Workers
2014,3321,Floor Finishers,3,80.6,9636,0.08,Construction Trades Workers,Technicians and Trades Workers
2014,3311,Bricklayers and Stonemasons,3,83.1,27149,0.25,Construction Trades Workers,Technicians and Trades Workers
2014,3322,Painting Trades Workers,3,75.2,44337,0.41,Construction Trades Workers,Technicians and Trades Workers
2014,3331,Glaziers,3,73,8870,0.08,Construction Trades Workers,Technicians and Trades Workers
2014,8214,Insulation and Home Improvement Installers,4,67.3,17819,0.16,Construction and Mining Labourers,Labourers
2014,8213,Fencers,4,85.6,9698,0.09,Construction and Mining Labourers,Labourers
2014,8215,Paving and Surfacing Labourers,5,87.2,7760,0.07,Construction and Mining Labourers,Labourers
2014,8217,Structural Steel Construction Workers,4,77.7,25314,0.23,Construction and Mining Labourers,Labourers
2014,8216,Railway Track Workers,4,87.2,5459,0.05,Construction and Mining Labourers,Labourers
2014,8212,Concreters,5,90,35302,0.32,Construction and Mining Labourers,Labourers
